judul_film,rating
Lord of Illusions,3.0
Lord of War,3.7938034188034186
Lord of the Flies,3.4901129943502824
Lords of Dogtown,3.4727272727272727
Lorenzo's Oil,3.3661971830985915
Los amantes del Círculo Polar,4.0625
Los lunes al sol,3.8
Los olvidados,4.0
Loser,2.6025641025641026
Losin' It,1.75
Losing Chase,3.5
Losing Isaiah,3.1
Lost & Found,2.4375
Lost Boys: The Tribe,2.6666666666666665
Lost Highway,3.8130434782608695
Lost Horizon,3.9193548387096775
Lost Souls,2.1904761904761907
Lost and Delirious,3.6875
Lost in America,3.3205128205128207
Lost in La Mancha,3.6732673267326734
Lost in Space,2.4771341463414633
Lost in Translation,3.7991573033707864
Lost in Yonkers,3.6944444444444446
Love & Basketball,3.375
Love & Human Remains,3.65
Love & Sex,3.5
Love Actually,3.7194244604316546
Love Affair,3.0555555555555554
Love Don't Cost a Thing,2.6363636363636362
Love Field,3.1666666666666665
Love Finds Andy Hardy,3.75
Love Happy,3.1666666666666665
Love Is All There Is,2.75
Love Is a Many-Splendored Thing,3.4583333333333335
Love Is the Devil: Study for a Portrait of Francis Bacon,3.0625
Love Jones,2.7222222222222223
Love Liza,3.5757575757575757
Love Me Tender,2.7
Love Potion No. 9,2.6666666666666665
Love Serenade,3.75
Love Stinks,2.15625
Love Story,3.0172413793103448
Love and Death,3.965
Love and Death on Long Island,3.310344827586207
Love and Other Catastrophes,3.375
Love and Other Disasters,3.0
Love and a .45,3.0
Love and a Bullet,3.3333333333333335
Love in the Afternoon,4.0
Love in the Time of Cholera,2.4210526315789473
Love in the Time of Money,1.8333333333333333
Love the Hard Way,2.8333333333333335
Love! Valour! Compassion!,3.522727272727273
Love's Labour's Lost,2.761904761904762
"Love, Honour and Obey",3.1875
"Love, etc.",3.0
Lovely & Amazing,3.573170731707317
Lover Come Back,3.9375
Loverboy,2.6363636363636362
Lovers and Other Strangers,3.9
Lucas,3.3666666666666667
Lucie Aubrac,3.75
Lucky Break,3.5
Lucky Number Slevin,3.7751716247139586
Lucky You,2.9411764705882355
Lucía y el sexo,3.598684210526316
Lulu on the Bridge,3.2777777777777777
Luminarias,4.0
Lumumba,3.4285714285714284
Luna Papa,3.0
Lured,3.0
Lust for Life,3.7333333333333334
Lust och fägring stor,3.269230769230769
Luster,3.5
Luther,3.5434782608695654
Lásky jedné plavovlásky,3.857142857142857
Låt den rätte komma in,4.194444444444445
Léolo,3.4705882352941178
Léon,4.108053302433372
M,4.158385093167702
M. Butterfly,3.55
MASH,3.754854368932039
MC5*: A True Testimonial,4.0
Ma femme est une actrice,3.6666666666666665
Ma nuit chez Maud,3.1666666666666665
Ma saison préférée,3.65
Ma vie en rose,3.8666666666666667
Maboroshi no hikari,3.142857142857143
Mac and Me,2.0
MacArthur,3.2
Macao,2.75
Macchie solari,4.0
Machuca,3.5555555555555554
Mackenna's Gold,3.0
Mad About Mambo,4.25
Mad City,2.858974358974359
Mad Dog Time,2.75
Mad Dog and Glory,3.0982142857142856
Mad Hot Ballroom,3.763888888888889
Mad Love,2.4166666666666665
Mad Max,3.482394366197183
Mad Max 2,3.62590799031477
Mad Max Beyond Thunderdome,2.9727891156462585
Mad Money,2.55
Madadayo,3.857142857142857
Madagascar,3.3086956521739133
Madagascar Skin,4.5
Madagascar: Escape 2 Africa,3.5555555555555554
Madame Bovary,2.9285714285714284
Madame Curie,3.0
Madame Satã,3.7222222222222223
Madame Sousatzka,3.2
Madame de...,4.1
Made,3.118181818181818
Made for Each Other,2.75
Made in America,2.466666666666667
Made in Heaven,2.888888888888889
Made of Honor,2.5434782608695654
Madea Goes to Jail,3.625
Madea's Family Reunion,2.1818181818181817
Madeline,3.2045454545454546
Madhouse,2.909090909090909
Madonna: Truth or Dare,2.7459016393442623
Maelström,3.8333333333333335
Magic,2.5
Magic in the Water,2.25
Magicians,3.0
Magnolia,3.902044293015332
Magnum Force,3.6901408450704225
Maid in Manhattan,2.558219178082192
Maid to Order,2.5476190476190474
Mail Order Wife,3.0833333333333335
Majo no takkyûbin,3.969543147208122
Major Dundee,5.0
Major League,3.434010152284264
Major League II,2.3260869565217392
Major League: Back to the Minors,2.142857142857143
Major Movie Star,4.0
Major Payne,2.389423076923077
Make Mine Music,3.6666666666666665
Making Love,3.5
Making Mr. Right,2.9642857142857144
Making the Grade,1.5
Malcolm X,3.7393617021276597
Malibu's Most Wanted,2.2580645161290325
Malice,3.171641791044776
Mallrats,3.556379821958457
Malèna,3.586206896551724
Mambo italiano,2.90625
Mamma Mia!,3.267857142857143
Mamma Roma,3.5
Man Trouble,2.2142857142857144
Man cheng jin dai huang jin jia,3.3846153846153846
Man of Aran,3.125
Man of Her Dreams,2.0
Man of La Mancha,3.25
Man of the Century,2.25
Man of the House,2.536363636363636
Man of the West,4.0
Man of the Year,2.9423076923076925
Man on Fire,3.7208454810495626
Man on Wire,4.043478260869565
Man on the Moon,3.6158854166666665
Man's Best Friend,2.5
Man's Favorite Sport?,3.2142857142857144
Manderlay,3.641304347826087
Mangiati vivi!,2.125
Manhattan,4.054655870445344
Manhattan Baby,3.5
Manhattan Melodrama,4.0
Manhattan Murder Mystery,3.645631067961165
Manhunter,3.565040650406504
Maniac,2.375
Manic,3.3461538461538463
Manito,3.0
Mannequin,2.560747663551402
Manny & Lo,3.5555555555555554
Manon des sources,4.009803921568627
Mansfield Park,3.863095238095238
Manufacturing Consent: Noam Chomsky and the Media,3.9761904761904763
Map of the Human Heart,3.710526315789474
Mar adentro,3.8969465648854964
Maradona by Kusturica,5.0
Marat/Sade,3.8421052631578947
Marathon Man,3.7916666666666665
Marcelino pan y vino,2.75
"Marcello Mastroianni: mi ricordo, sì, io mi ricordo",2.25
Marci X,1.6666666666666667
Margaret Cho: Assassin,3.75
Margaret's Museum,3.6176470588235294
Margot at the Wedding,3.0428571428571427
Maria Full of Grace,3.8454545454545452
Maria's Lovers,4.166666666666667
Marie Antoinette,3.295302013422819
Marion Bridge,3.0
Marjoe,3.0
Marjorie Morningstar,3.125
Marked Woman,3.75
Marked for Death,2.388888888888889
Marlene Dietrich: Shadow and Light,4.0
Marnie,3.5703125
Marooned,3.3333333333333335
Marquis de Sade: Justine,3.5
Married Life,3.1363636363636362
Married to It,3.0
Married to the Mob,3.0833333333333335
Mars Attacks!,2.9757085020242915
"Martha - Meet Frank, Daniel and Laurence",3.3
Martian Child,3.4107142857142856
Martin Lawrence Live: Runteldat,2.2857142857142856
Martyrs,3.25
Marvin's Room,3.1808510638297873
Mary Poppins,3.559183673469388
Mary Reilly,2.9693877551020407
Mary of Scotland,4.166666666666667
Maryam,4.0
Mascara,2.0
Masculin féminin: 15 faits précis,3.25
Masked and Anonymous,2.35
Masquerade,3.0
Mass Appeal,3.2142857142857144
Master and Commander: The Far Side of the World,3.6625708884688093
Masters of the Universe,2.1025641025641026
Matador,3.4740932642487046
Matango,3.3
Match Point,3.752173913043478
Matchstick Men,3.668618266978923
Material Girls,1.6666666666666667
Matewan,4.205882352941177
Matilda,3.2342857142857144
Matinee,3.15625
Matti,2.6666666666666665
Maurice,3.625
Mauvais sang,4.5
Maverick,3.288259958071279
Max,3.46
Max Dugan Returns,2.9615384615384617
Max Keeble's Big Move,2.423076923076923
Max Payne,2.6333333333333333
"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders",3.1
Maximum Overdrive,2.330357142857143
Maximum Risk,2.391891891891892
May,3.4047619047619047
Maya Lin: A Strong Clear Vision,3.9545454545454546
Maybe Baby,3.210526315789474
Mayerling,1.0
Mayor of the Sunset Strip,3.0714285714285716
Maze,4.333333333333333
McCabe & Mrs. Miller,3.875
McHale's Navy,2.36734693877551
McLintock!,3.3043478260869565
Me & Isaac Newton,3.75
Me Without You,3.6875
Me and You and Everyone We Know,3.8034188034188032
"Me, Myself & Irene",2.9567757009345796
Mean Creek,3.569620253164557
Mean Girls,3.437878787878788
Mean Machine,3.225806451612903
Mean Streets,3.853846153846154
Meatballs,3.0977011494252875
Meatballs 4,1.6666666666666667
Meatballs III: Summer Job,1.4375
Meatballs Part II,1.2916666666666667
Medicine Man,3.0463917525773194
Mediterraneo,3.5833333333333335
Medium Cool,3.5
Meduzot,3.1666666666666665
Meet Dave,2.3055555555555554
Meet Joe Black,3.3265993265993266
Meet John Doe,3.9166666666666665
Meet Me in St. Louis,3.7125
Meet Wally Sparks,1.8
Meet the Applegates,2.857142857142857
Meet the Deedles,1.3
Meet the Feebles,3.2183098591549295
Meet the Fockers,3.0801526717557253
Meet the Parents,3.331829121540313
Meet the Robinsons,3.388157894736842
Meet the Spartans,1.8088235294117647
Megaforce,1.5
Megamind,2.3333333333333335
Megiddo: The Omega Code 2,1.6428571428571428
Mein liebster Feind - Klaus Kinski,3.764705882352941
Melinda and Melinda,3.21875
Melody Time,3.375
Melvin Goes to Dinner,3.6538461538461537
Melvin and Howard,3.6296296296296298
Memento,4.1840909090909095
Memoirs of a Geisha,3.5
Memoirs of an Invisible Man,2.6372549019607843
Memories of Me,2.6666666666666665
Memphis Belle,3.6268115942028984
Men Don't Leave,2.923076923076923
Men at Work,2.8125
Men in Black,3.4718468468468466
Men in Black II,2.8763779527559055
Men of Honor,3.5714285714285716
Men of Means,0.5
Men of Respect,2.5
Men with Brooms,3.216666666666667
Men with Guns,3.6
Menace II Society,3.6149425287356323
Meng long guo jiang,3.6515151515151514
Mephisto,3.675
Merci pour le chocolat,3.142857142857143
Mercury Rising,3.1475409836065573
Mermaids,3.1904761904761907
Merry Christmas Mr. Lawrence,3.4444444444444446
Message in a Bottle,2.769662921348315
Message to Love: The Isle of Wight Festival,4.625
Messenger of Death,2.25
Metal: A Headbanger's Journey,3.7142857142857144
Metallica: Some Kind of Monster,3.423611111111111
Metalstorm: The Destruction of Jared-Syn,1.4166666666666667
Meteor,2.727272727272727
Metro,2.6272727272727274
Metroland,3.0
Metropolis,3.8101374570446733
Metropolitan,3.814814814814815
"Mi Casa, Su Casa",4.0
Mi vida loca,3.4
Mia aioniotita kai mia mera,3.0
Miami Blues,3.14
Miami Rhapsody,2.53125
Miami Vice,3.0617283950617282
Michael Clayton,3.3755841121495327
Michael Collins,3.7054794520547945
Michael Jordan to the Max,2.8333333333333335
Mickey Blue Eyes,2.7928994082840237
Micki + Maude,3.0625
Microcosmos: Le peuple de l'herbe,3.9166666666666665
Midnight Cowboy,3.938194444444444
Midnight Express,3.867741935483871
Midnight Madness,2.8333333333333335
Midnight Movie,3.75
Midnight Run,3.797814207650273
Midnight in the Garden of Good and Evil,3.3258426966292136
Midway,3.75
Mies vailla menneisyyttä,3.844
Mifunes sidste sang,3.717391304347826
Mighty Aphrodite,3.5
Mighty Joe Young,2.8892857142857142
Mighty Morphin Power Rangers: The Movie,1.4444444444444444
Mike's Murder,2.8
Mikey and Nicky,4.0
Mildred Pierce,3.980392156862745
Milk,3.734375
Milk Money,2.5902777777777777
Milk and Honey,4.0
Millennium,3.0833333333333335
Miller's Crossing,4.035055350553505
Million Dollar Baby,3.8886430678466075
Mimi wo sumaseba,4.269230769230769
Mimic,2.657258064516129
Mina Tannenbaum,3.25
Mindhunters,2.927710843373494
Mindwalk,3.6666666666666665
Ministry of Fear,3.85
Minnie and Moskowitz,4.0
Minority Report,3.644012944983819
Mio fratello è figlio unico,3.5714285714285716
Miracle,3.748299319727891
Miracle Mile,3.235294117647059
Miracle at St. Anna,4.0
Miracle on 34th Street,3.360526315789474
Mirage,3.8333333333333335
MirrorMask,3.5238095238095237
Mirrors,3.2777777777777777
Mis,3.409090909090909
Mischief,3.625
Misery,3.7204176334106727
Mishima: A Life in Four Chapters,3.5
Miss Congeniality,2.8648915187376724
Miss Congeniality 2: Armed & Fabulous,2.3106796116504853
Miss Firecracker,2.9615384615384617
Miss Julie,2.0
Miss March,3.0833333333333335
Miss Pettigrew Lives for a Day,3.5789473684210527
Miss Potter,3.688679245283019
Missing in Action 2: The Beginning,2.524390243902439
Mission to Mars,2.5237226277372264
Mission to Mir,3.5
Mission: Impossible,2.8425806451612905
Mission: Impossible III,3.2231985940246046
Mississippi Burning,3.872340425531915
Mississippi Masala,3.5
Mister Lonely,3.0
Mister Roberts,3.8950617283950617
Mitchell,1.1
Mitt liv som hund,3.8857142857142857
Mixed Nuts,2.7556818181818183
Miyamoto Musashi,3.45
Miyamoto Musashi kanketsuhen: kettô Ganryûjima,3.3
Mo' Better Blues,3.32
Mo' Money,2.453125
Mobsters,3.0625
Moby Dick,3.5384615384615383
Mockingbird Don't Sing,3.3333333333333335
Modern Problems,2.3333333333333335
Modern Romance,3.4
Modern Times,4.140052356020942
Modesty Blaise,2.1875
Mogambo,3.2142857142857144
Molière,3.5
Moll Flanders,3.2
Mom and Dad Save the World,2.933333333333333
Moment by Moment,2.0
Mommie Dearest,3.3636363636363638
Mon meilleur ami,3.25
Mon oncle,3.9473684210526314
Mon oncle Antoine,3.0
Mon oncle d'Amérique,3.4
"Mon père, ce héros.",2.75
Mona Lisa Smile,3.1319148936170214
Money Talks,2.8448275862068964
Money Train,2.60077519379845
Money for Nothing,3.0
Mongol,3.760869565217391
Monkey Business,3.8229166666666665
Monkey Shines,3.275
Monkey Trouble,2.0
Monkeybone,2.2088607594936707
Mononoke-hime,4.036263736263736
Monsieur Hire,3.5
Monsieur Ibrahim et les fleurs du Coran,3.8684210526315788
Monsieur Verdoux,3.94
Monsignor,2.375
Monsoon Wedding,3.699421965317919
Monster,3.7379518072289155
Monster House,3.4689922480620154
Monster in a Box,3.9705882352941178
Monster in the Closet,4.5
Monster's Ball,3.5903426791277258
Monster-in-Law,2.6052631578947367
"Monsters, Inc.",3.859892569382274
Montenegro,3.611111111111111
Monterey Pop,3.8
Monty Python Live at the Hollywood Bowl,3.937837837837838
Monty Python and the Holy Grail,4.127715030408341
Monty Python's Flying Circus,3.76
Moolaadé,3.9545454545454546
Moon Over Parador,2.8793103448275863
Moonlight,3.357142857142857
Moonlight Mile,3.519607843137255
Moonlight and Valentino,3.0
Moonraker,3.064583333333333
Moonstruck,3.626953125
More,3.8125
More American Graffiti,2.3
Morgan Stewart's Coming Home,1.75
Morgan: A Suitable Case for Treatment,3.6666666666666665
Morituri,3.6
Morons from Outer Space,3.0
Mortal Kombat,2.4522292993630574
Mortal Kombat: Annihilation,1.8423423423423424
Mortal Thoughts,3.0625
Morte a Venezia,3.025
Morvern Callar,2.7
Moscow on the Hudson,3.3125
Moskva slezam ne verit,3.9565217391304346
Mosura tai Gojira,3.039473684210526
Motel Hell,3.0454545454545454
Mother Lode,3.5
Mother Night,3.6785714285714284
Mother's Day,0.75
"Mother, Jugs & Speed",2.8
Motorama,3.5
Mou gaan dou,3.9194630872483223
Mouchette,3.375
Moulin Rouge!,3.56
Mountains of the Moon,3.736842105263158
Mousehunt,2.834862385321101
Movie Crazy,3.79
Movie Critters' Big Picture,3.2083333333333335
Movie Macabre,4.0
Moving,2.3333333333333335
Moving McAllister,4.0
Mozart and the Whale,3.4285714285714284
Mr 3000,2.7432432432432434
Mr. & Mrs. Bridge,3.590909090909091
Mr. & Mrs. Smith,3.290016501650165
Mr. Accident,1.625
Mr. Arkadin,3.111111111111111
Mr. Baseball,2.891891891891892
Mr. Bean's Holiday,2.634920634920635
Mr. Blandings Builds His Dream House,3.72972972972973
Mr. Brooks,3.765151515151515
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",3.65625
Mr. Deeds,2.6991525423728815
Mr. Deeds Goes to Town,3.7888888888888888
Mr. Destiny,2.9411764705882355
Mr. Hobbs Takes a Vacation,3.25
Mr. Holland's Opus,3.5078740157480315
Mr. Jealousy,3.272727272727273
Mr. Jones,2.8421052631578947
Mr. Klein,2.625
Mr. Magoo,1.7547169811320755
Mr. Magorium's Wonder Emporium,3.4444444444444446
Mr. Majestyk,3.5
Mr. Mom,3.3076923076923075
Mr. Nanny,1.5769230769230769
Mr. North,2.4166666666666665
Mr. Sardonicus,2.8333333333333335
Mr. Saturday Night,2.878787878787879
Mr. Skeffington,3.6875
Mr. Smith Goes to Washington,4.106435643564357
Mr. Wonderful,3.0
Mr. Woodcock,2.725806451612903
Mr. Wrong,1.9833333333333334
Mrs Brown,3.853932584269663
Mrs Dalloway,3.477272727272727
Mrs Henderson Presents,3.551948051948052
Mrs Palfrey at The Claremont,3.6
Mrs. Doubtfire,3.1511961722488038
Mrs. Miniver,3.84
Mrs. Parker and the Vicious Circle,3.1774193548387095
Mrs. Soffel,2.6666666666666665
Mrs. Winterbourne,2.893939393939394
Ms. 45,3.142857142857143
Mua he chieu thang dung,3.5357142857142856
Much Ado About Nothing,3.823809523809524
Much Ado About Something,4.0
Muertos de risa,3.5714285714285716
Mujeres al borde de un ataque de nervios,3.634259259259259
Mulan,3.4556962025316458
Mulholland Dr.,3.841887417218543
Mulholland Falls,3.0072463768115942
Multiplicity,2.7180094786729856
Mumford,3.359375
Munich,3.7643312101910826
Muppet Treasure Island,3.185185185185185
Muppets from Space,3.242857142857143
Murder at 1600,2.9642857142857144
Murder by Death,3.610294117647059
Murder by Decree,3.8666666666666667
Murder by Numbers,2.9357798165137616
Murder in the First,3.511627906976744
Murder on the Orient Express,3.6857142857142855
"Murder, My Sweet",3.84
Murderball,3.799145299145299
Muriel's Wedding,3.48689138576779
Murphy's Law,2.75
Murphy's Romance,3.5172413793103448
Murphy's War,3.25
Musa,3.86
Music Box,3.3529411764705883
Music and Lyrics,3.234265734265734
Music from Another Room,2.8333333333333335
Music of the Heart,3.3333333333333335
Must Love Dogs,3.0991379310344827
Musíme si pomáhat,4.285714285714286
Mutant Chronicles,2.4166666666666665
Mute Witness,3.0
Mutiny on the Bounty,3.8105263157894735
My Architect,3.8392857142857144
My Baby's Daddy,3.5
My Beautiful Laundrette,3.7083333333333335
My Best Friend's Girl,3.375
My Best Friend's Wedding,3.0743589743589745
My Big Fat Greek Wedding,3.389423076923077
My Bloody Valentine,3.3666666666666667
My Blue Heaven,3.263157894736842
My Blueberry Nights,3.5483870967741935
My Bodyguard,3.3846153846153846
My Boss's Daughter,2.5357142857142856
My Boyfriend's Back,2.227272727272727
My Brother's Keeper,3.7884615384615383
My Chauffeur,3.5
My Cousin Vinny,3.545009784735812
My Darling Clementine,3.75
My Date with Drew,2.966666666666667
My Demon Lover,2.25
My Dinner with Andre,4.018518518518518
My Dog Skip,3.375
My Fair Lady,3.8817891373801916
My Family,3.1666666666666665
My Favorite Brunette,3.6875
My Favorite Martian,2.35
My Favorite Wife,3.783333333333333
My Favorite Year,3.712962962962963
My Fellow Americans,3.1707317073170733
My First Mister,3.5
My Flesh and Blood,3.8214285714285716
My Giant,2.310344827586207
My Girl,2.9640522875816995
My Kid Could Paint That,3.5
My Left Foot: The Story of Christy Brown,3.9074074074074074
My Life So Far,3.5416666666666665
My Life Without Me,3.534313725490196
My Little Chickadee,3.272727272727273
My Man Godfrey,4.024038461538462
My Mom's New Boyfriend,2.375
My Name Is Bruce,2.7083333333333335
My Name Is Joe,3.5
My New Gun,2.75
My Own Private Idaho,3.401639344262295
My Science Project,2.96875
My Side of the Mountain,3.625
My Sister Eileen,3.7222222222222223
My Son the Fanatic,3.625
My Stepmother Is an Alien,2.5072463768115942
My Summer of Love,3.8157894736842106
My Super Ex-Girlfriend,2.6565217391304348
My Tutor,2.4375
My Winnipeg,3.8125
Myra Breckinridge,2.0
Mysterious Island,3.576923076923077
Mysterious Skin,3.7055555555555557
Mystery Date,2.8
Mystery Men,3.068661971830986
Mystery Science Theater 3000: The Movie,3.6904761904761907
Mystery Train,3.6742424242424243
Mystery of the Wax Museum,3.2857142857142856
"Mystery, Alaska",3.1274038461538463
Mystic Pizza,3.274774774774775
Mystic River,3.781655844155844
Mávahlátur,3.8333333333333335
Mélodie en sous-sol,0.5
Métisse,3.6666666666666665
Môjû tai Issunbôshi,3.3333333333333335
Mùi du du xanh - L'odeur de la papaye verte,3.878787878787879
NaPolA,3.6
Nabbeun namja,3.1666666666666665
Nacho Libre,2.839160839160839
Nadine,2.4166666666666665
Nadja,2.9444444444444446
Naissance des pieuvres,2.0
Naked,3.745614035087719
Naked Gun 33 1/3: The Final Insult,2.909853249475891
Naked Lunch,3.5317460317460316
Naked in New York,3.1
Nancy Drew,3.210526315789474
Nanny McPhee,3.365168539325843
Nanook of the North,3.7
Napoleon Dynamite,3.383018867924528
Naqoyqatsi,3.1666666666666665
Narayama-bushi kô,3.4166666666666665
Narc,3.566666666666667
Narrow Margin,3.0714285714285716
Nashville,3.7837837837837838
National Security,2.6142857142857143
National Treasure: Book of Secrets,3.2476415094339623
National Velvet,3.5
Native Son,3.0
Nattevagten,3.75
Nattvardsgästerna,3.828125
Natural Born Killers,3.4113796576032227
Naturally Native,4.5
Navy Seals,2.5859375
Nazarín,4.5
Ne le dis à personne,3.6538461538461537
Near Dark,3.663793103448276
Necessary Roughness,2.75
Ned Kelly,3.2065217391304346
Needful Things,3.2457627118644066
Neil Young: Heart of Gold,3.6136363636363638
Neko no ongaeshi,3.612676056338028
Nekromantik,3.25
Nell,3.2510729613733904
Nelly & Monsieur Arnaud,3.85
Nemesis 2: Nebula,1.5
Neokonchennaya pyesa dlya mekhanicheskogo pianino,2.6666666666666665
Nettoyage à sec,4.0
Network,4.05
Nevada Smith,3.45
Never Back Down,3.05
Never Been Kissed,2.914396887159533
Never Cry Wolf,4.094827586206897
Never Die Alone,2.857142857142857
Never Met Picasso,1.5
Never Say Never Again,3.160377358490566
Never Talk to Strangers,2.1785714285714284
New Best Friend,2.125
New Jack City,3.117021276595745
New Jersey Drive,3.25
New Nightmare,2.9296875
New Rose Hotel,2.25
New Waterford Girl,3.875
New York Beat Movie,3.0
New York Doll,3.65
New York Minute,2.0434782608695654
New York Stories,3.1222222222222222
Newsies,2.9038461538461537
Next,3.135
Next Friday,2.6228070175438596
Next Stop Wonderland,3.6808510638297873
Next of Kin,2.1666666666666665
Ni na bian ji dian,3.3
Niagara,3.25
Nice Dreams,3.0
Nice Guys Sleep Alone,3.0
Nicholas Nickleby,3.725806451612903
Nick and Norah's Infinite Playlist,3.625
Nick of Time,3.2473684210526317
Nico Icon,3.0
Nid de guêpes,3.111111111111111
Night Crossing,2.0
Night Falls on Manhattan,3.0714285714285716
Night Moves,3.6666666666666665
Night Patrol,1.0
Night Shift,3.126865671641791
Night Tide,3.5
Night and Day,3.4
Night and the City,3.6
Night at the Museum,3.123873873873874
Night of the Comet,3.340909090909091
Night of the Creeps,3.28125
Night of the Demon,4.166666666666667
Night of the Demons III,3.0833333333333335
Night of the Living Dead,3.5253496503496504
Night of the Zombies,2.3125
Night on Earth,3.8333333333333335
Nightbreed,3.0681818181818183
Nighthawks,3.357142857142857
Nightmare Alley,3.125
Nightmare City 2035,3.25
Nights in Rodanthe,3.25
Nil by Mouth,4.0
Nim's Island,3.1363636363636362
Nina Takes a Lover,2.7857142857142856
Nine 1/2 Weeks,3.0049019607843137
Nine Lives,3.5
Nine Months,2.6130268199233715
Nine to Five,3.2522935779816513
Nineteen Eighty-Four,3.7483870967741937
Ningen no jôken,0.5
Ninja Assassin,3.0760869565217392
Ninja III: The Domination,2.5
Ninotchka,3.9782608695652173
Nirgendwo in Afrika,3.984848484848485
Nirvana,3.55
Nixon,3.408536585365854
No Country for Old Men,4.026011560693641
"No Deposit, No Return",3.5
No Direction Home: Bob Dylan,4.076923076923077
No End in Sight,3.9074074074074074
No Escape,3.0454545454545454
No Good Deed,3.0555555555555554
No Holds Barred,2.125
No Looking Back,1.6666666666666667
No Man's Land,3.939542483660131
No Mercy,2.6666666666666665
No Name on the Bullet,4.166666666666667
No Reservations,3.09375
No Small Affair,3.125
No Such Thing,3.1363636363636362
No Way Out,3.75531914893617
No Way to Treat a Lady,3.0416666666666665
No se lo digas a nadie,3.75
Nobi,3.5
Nobody's Baby,2.0
Nobody's Fool,3.8480392156862746
Nochnoy dozor,3.2818181818181817
Noel,3.0
Noirs et blancs en couleur,3.8
Noise,4.0
Noises Off...,3.772727272727273
Nola,2.75
Nomads,3.0
Nora inu,3.63953488372093
Norbit,2.121212121212121
Norma Rae,3.735294117647059
Normal,3.45
Normal Life,3.625
North,2.4722222222222223
North Beach,4.0
North Country,3.545045045045045
North Dallas Forty,3.1666666666666665
North Sea Hijack,3.2142857142857144
North Shore,2.875
North by Northwest,4.144660194174757
North to Alaska,3.0
Northfork,3.238095238095238
Nosferatu a Venezia,3.3333333333333335
"Nosferatu, eine Symphonie des Grauens",3.753086419753086
Nosferatu: Phantom der Nacht,3.6964285714285716
Nostalgia Boy,3.6666666666666665
Not Another Teen Movie,2.6666666666666665
Not Without My Daughter,2.6710526315789473
Not of This Earth,2.0
Notes on a Scandal,3.773026315789474
Nothing But Trouble,1.7361111111111112
Nothing Is Private,3.5
Nothing Sacred,3.25
Nothing in Common,3.1052631578947367
Nothing to Lose,3.5272727272727273
Notorious,4.041666666666667
Notorious C.H.O.,3.5588235294117645
Notre musique,3.25
Notre-Dame de Paris,3.5
Notting Hill,3.3771929824561404
Novecento,3.9444444444444446
Novo,1.0
Novocaine,2.84375
"Now You See Him, Now You Don't",3.625
Now and Then,3.3152173913043477
"Now, Voyager",4.0
Nowhere to Run,2.4722222222222223
Nueve reinas,3.8950617283950617
Number Seventeen,2.25
Nuns on the Run,2.82
Nuovo Cinema Paradiso,4.172794117647059
Nuovomondo,3.6
Nurse Betty,3.1623931623931623
Nutty Professor II: The Klumps,2.221830985915493
Nyû Yôku no koppu,1.5
Nói albínói,3.732142857142857
Nóz w wodzie,3.875
O,3.0660377358490565
O Ano em Que Meus Pais Saíram de Férias,3.8333333333333335
"O Brother, Where Art Thou?",3.897463002114165
O Homem Que Copiava,3.6
O Lucky Man!,3.7
O Primeiro Dia,3.5
"O Que É Isso, Companheiro?",3.4615384615384617
"OSS 117: Le Caire, nid d'espions",3.5625
OT: Our Town,2.5
Oasis,3.5833333333333335
Obchod na korze,4.264705882352941
Oberst Redl,3.0
"Objective, Burma!",2.9
Obsession,3.357142857142857
Obsluhoval jsem anglického krále,3.9
Ocean's Eleven,3.6690258118234804
Ocean's Thirteen,3.3979591836734695
Ocean's Twelve,3.1107843137254902
Octane,2.875
October Sky,3.8033088235294117
Octopussy,3.3006535947712417
Odd Man Out,3.7142857142857144
Odds Against Tomorrow,4.0
Of Human Bondage,3.8333333333333335
Of Love and Shadows,3.0
Of Mice and Men,3.76375
Off Limits,2.4
Off the Black,3.25
Off the Map,3.7222222222222223
Office Killer,1.75
Office Space,3.9536723163841807
Offret,3.84375
Offside,3.1666666666666665
Oh Heavenly Dog,3.5
Oh! What a Lovely War,4.25
"Oh, God! Book II",2.1739130434782608
"Oh, God! You Devil",3.0
Ohayô,3.8333333333333335
Oklahoma!,3.547169811320755
Okno v Parizh,3.8181818181818183
Oktyabr,3.5
Old Gringo,3.0
Old Joy,3.5
Old School,3.4239130434782608
Old Yeller,3.45
Oldeuboi,4.0040871934604905
Oleanna,3.357142857142857
Oligarkh,3.45
Oliver & Company,3.2279411764705883
Oliver Twist,3.6632996632996635
Oliver!,3.6569767441860463
Om Shanti Om,3.0
Omohide poro poro,4.0
On Any Sunday,3.9375
On Dangerous Ground,3.0
On Deadly Ground,1.9166666666666667
On Golden Pond,3.5844594594594597
On Her Majesty's Secret Service,3.4145569620253164
On Moonlight Bay,3.5
On a Clear Day,3.5384615384615383
On a Clear Day You Can See Forever,3.8333333333333335
On connaît la chanson,2.3333333333333335
On the Edge,4.5
On the Line,1.7857142857142858
On the Ropes,3.8
On the Town,3.759259259259259
On the Waterfront,4.034031413612565
On_Line,2.5
Once,3.9931034482758623
Once Around,3.2142857142857144
Once Bitten,2.6363636363636362
Once Upon a Crime...,2.8
Once Upon a Forest,3.625
Once Upon a Time in America,4.030456852791878
Once Upon a Time in Mexico,3.0675182481751824
Once Upon a Time in the Midlands,3.0384615384615383
