judul_film,rating,title,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,Rating
Prince Valiant,2.5,Prince Valiant,Adventure,,,,,,,,2
Prince of Central Park,2.75,Prince of Central Park,Action,Adventure,Drama,,,,,,2
Prince of Darkness,2.962962962962963,Prince of Darkness,Fantasy,Horror,Sci-Fi,Thriller,,,,,2
Prince of Jutland,1.0,Prince of Jutland,Drama,,,,,,,,2
Prince of the City,3.5,Prince of the City,Drama,,,,,,,,2
Princess Caraboo,3.071428571428572,Princess Caraboo,Drama,,,,,,,,2
Private Benjamin,2.9761904761904763,Private Benjamin,Comedy,,,,,,,,2
Private Lessons,2.875,Private Lessons,Comedy,,,,,,,,2
Private Parts,3.191542288557214,Private Parts,Comedy,Drama,,,,,,,2
Private Parts,3.191542288557214,Private Parts,Horror,Thriller,,,,,,,2
Private School,2.357142857142857,Private School,Comedy,,,,,,,,2
Privates on Parade,3.25,Privates on Parade,Comedy,Drama,War,,,,,,2
Priyatel pokoynika,3.75,Priyatel pokoynika,Comedy,Drama,,,,,,,2
Prizzi's Honor,3.570754716981132,Prizzi's Honor,Comedy,Drama,Romance,,,,,,2
Problem Child 2,1.966942148760331,Problem Child 2,Comedy,,,,,,,,2
Problem Child 2,1.966942148760331,Problem Child 2,Comedy,,,,,,,,2
Professione: reporter,4.092105263157895,Professione: reporter,Drama,,,,,,,,2
Profondo rosso,3.875,Profondo rosso,Horror,Mystery,Thriller,,,,,,2
Profundo carmesí,4.0,Profundo carmesí,Crime,Drama,,,,,,,2
Project Moon Base,2.0,Project Moon Base,Sci-Fi,,,,,,,,2
Project Moon Base,2.0,Project Moon Base,Sci-Fi,,,,,,,,2
Project X,3.1166666666666667,Project X,Comedy,Drama,,,,,,,2
Prom Night,2.183333333333333,Prom Night,Horror,,,,,,,,2
Prom Night,2.183333333333333,Prom Night,Horror,Mystery,Thriller,,,,,,2
Prom Night III: The Last Kiss,1.25,Prom Night III: The Last Kiss,Horror,,,,,,,,2
Prom Night IV: Deliver Us from Evil,0.9285714285714286,Prom Night IV: Deliver Us from Evil,Horror,,,,,,,,2
Promised Land,3.75,Promised Land,Drama,,,,,,,,2
Proof,3.573795180722892,Proof,Comedy,Drama,Romance,,,,,,2
Proof,3.573795180722892,Proof,Drama,,,,,,,,2
Proof of Life,2.966666666666667,Proof of Life,Drama,,,,,,,,2
Protocols of Zion,2.1666666666666665,Protocols of Zion,Documentary,,,,,,,,2
Prozac Nation,2.859375,Prozac Nation,Drama,,,,,,,,2
Przypadek,3.5,Przypadek,Drama,,,,,,,,2
Préparez vos mouchoirs,3.083333333333333,Préparez vos mouchoirs,Comedy,Drama,Romance,,,,,,2
Prêt-à-Porter,2.816666666666667,Prêt-à-Porter,Comedy,,,,,,,,2
Psycho,3.850490196078432,Psycho,Horror,Thriller,,,,,,,2
Psycho,3.850490196078432,Psycho,Crime,Horror,Thriller,,,,,,2
Psycho Beach Party,3.2916666666666665,Psycho Beach Party,Comedy,Horror,Thriller,,,,,,2
Psycho Beach Party,3.2916666666666665,Psycho Beach Party,Comedy,,,,,,,,2
Psycho III,2.3076923076923075,Psycho III,Horror,Thriller,,,,,,,2
Public Enemies,4.5,Public Enemies,Crime,Drama,Film-Noir,,,,,,2
Puccini for Beginners,3.6666666666666665,Puccini for Beginners,Comedy,Romance,,,,,,,2
Pull My Daisy,4.0,Pull My Daisy,Short,,,,,,,,2
Pulp Fiction,4.238451528952505,Pulp Fiction,Comedy,Crime,Drama,,,,,,2
Pulse,2.3461538461538463,Pulse,Horror,Mystery,Thriller,,,,,,2
Pump Up the Volume,3.5,Pump Up the Volume,Comedy,Drama,,,,,,,2
Pumping Iron,3.53125,Pumping Iron,Documentary,,,,,,,,2
Pumpkin,3.171052631578948,Pumpkin,Comedy,Drama,Romance,,,,,,2
Pumpkinhead,2.083333333333333,Pumpkinhead,Horror,,,,,,,,2
Punch-Drunk Love,3.618181818181818,Punch-Drunk Love,Drama,,,,,,,,2
Punch-Drunk Love,3.618181818181818,Punch-Drunk Love,Comedy,Drama,Romance,Thriller,,,,,2
Punchline,3.0121951219512195,Punchline,Comedy,Drama,,,,,,,2
Punisher: War Zone,2.8724677716390423,Punisher: War Zone,Drama,Thriller,,,,,,,2
Punisher: War Zone,2.8724677716390423,Punisher: War Zone,Action,,,,,,,,2
Punisher: War Zone,2.8724677716390423,Punisher: War Zone,Action,Crime,Thriller,,,,,,2
Punisher: War Zone,2.8724677716390423,Punisher: War Zone,Action,Crime,Drama,Thriller,,,,,2
Puppet Master 4,2.15,Puppet Master 4,Horror,Sci-Fi,Thriller,,,,,,2
Puppet Master 5: The Final Chapter,2.1,Puppet Master 5: The Final Chapter,Horror,Sci-Fi,Thriller,,,,,,2
Puppet Master II,2.40625,Puppet Master II,Horror,Sci-Fi,Thriller,,,,,,2
Puppet Master III: Toulon's Revenge,2.1153846153846154,Puppet Master III: Toulon's Revenge,Horror,Sci-Fi,Thriller,,,,,,2
Puppetmaster,2.96,Puppetmaster,Horror,Sci-Fi,Thriller,,,,,,2
Pure,3.6666666666666665,Pure,Drama,,,,,,,,2
Pure Country,2.642857142857143,Pure Country,Drama,Musical,Romance,,,,,,2
Pure Luck,3.0,Pure Luck,Comedy,Crime,,,,,,,2
Purple Rain,2.9044117647058822,Purple Rain,Drama,Musical,,,,,,,2
Pursued,3.0,Pursued,Thriller,Western,,,,,,,2
Pushing Tin,3.033536585365854,Pushing Tin,Comedy,,,,,,,,2
Pygmalion,4.159090909090909,Pygmalion,Comedy,Drama,,,,,,,2
Pépé le Moko,3.75,Pépé le Moko,Crime,Drama,Romance,,,,,,2
Q,3.066666666666667,Q,Drama,Fantasy,Horror,Sci-Fi,Thriller,,,,2
Q,3.066666666666667,Q,Crime,Drama,,,,,,,2
Qiu Ju da guan si,3.642857142857143,Qiu Ju da guan si,Comedy,Drama,,,,,,,2
Quadrophenia,3.611111111111111,Quadrophenia,Drama,Musical,,,,,,,2
Quai des Orfèvres,3.7916666666666665,Quai des Orfèvres,Crime,Drama,,,,,,,2
Quantum of Solace,3.4754098360655736,Quantum of Solace,Action,Adventure,Thriller,,,,,,2
Quarantine,2.5,Quarantine,Horror,Thriller,,,,,,,2
Quartet,3.0,Quartet,Drama,Romance,,,,,,,2
Quatermass 2,3.333333333333333,Quatermass 2,Sci-Fi,Thriller,,,,,,,2
Quatermass and the Pit,3.9,Quatermass and the Pit,Horror,Sci-Fi,,,,,,,2
Que la bête meure,2.25,Que la bête meure,Crime,Drama,Thriller,,,,,,2
Queen Bee,1.6666666666666667,Queen Bee,Drama,,,,,,,,2
Queen Christina,4.027777777777778,Queen Christina,Drama,Romance,,,,,,,2
Queen of Hearts,3.9,Queen of Hearts,Comedy,Drama,Romance,,,,,,2
Queen of the Damned,2.4734513274336285,Queen of the Damned,Fantasy,Horror,,,,,,,2
Queens Logic,2.95,Queens Logic,Comedy,Drama,,,,,,,2
Quella villa accanto al cimitero,3.0,Quella villa accanto al cimitero,Horror,,,,,,,,2
Querelle,2.8076923076923075,Querelle,Drama,,,,,,,,2
Quest for Camelot,3.2717391304347827,Quest for Camelot,Adventure,Animation,Children,Fantasy,,,,,2
Quest for Camelot,3.2717391304347827,Quest for Camelot,Drama,Fantasy,,,,,,,2
Quest for Camelot,3.2717391304347827,Quest for Camelot,Drama,Musical,Romance,,,,,,2
Quick Change,3.6186440677966094,Quick Change,Comedy,Crime,,,,,,,2
Quicksilver,2.888888888888889,Quicksilver,Drama,,,,,,,,2
Quiet City,3.5,Quiet City,Drama,,,,,,,,2
Quigley Down Under,3.236111111111111,Quigley Down Under,Adventure,Drama,Western,,,,,,2
Quills,3.414772727272727,Quills,Drama,Thriller,,,,,,,2
Quinceañera,3.6,Quinceañera,Drama,,,,,,,,2
Quiz Show,3.652671755725191,Quiz Show,Drama,,,,,,,,2
Quo Vadis,3.6,Quo Vadis,Drama,Romance,,,,,,,2
RV,2.8253968253968256,RV,Action,Children,Comedy,,,,,,2
Rabbit-Proof Fence,3.896449704142012,Rabbit-Proof Fence,Adventure,Drama,,,,,,,2
Rabid,3.2058823529411766,Rabid,Horror,Thriller,,,,,,,2
Race the Sun,2.5,Race the Sun,Drama,,,,,,,,2
Race to Witch Mountain,2.9069767441860463,Race to Witch Mountain,Children,Sci-Fi,,,,,,,2
Race with the Devil,3.4444444444444446,Race with the Devil,Action,Horror,Mystery,,,,,,2
Rachel Getting Married,3.9615384615384617,Rachel Getting Married,Drama,Romance,,,,,,,2
Racing Stripes,2.9038461538461537,Racing Stripes,Children,Comedy,,,,,,,2
Racing with the Moon,4.333333333333333,Racing with the Moon,Comedy,Drama,Romance,,,,,,2
Radio,3.506849315068493,Radio,Drama,,,,,,,,2
Radio Days,3.616279069767442,Radio Days,Comedy,Drama,,,,,,,2
Radio Flyer,3.352272727272727,Radio Flyer,Drama,,,,,,,,2
Radioland Murders,2.8421052631578947,Radioland Murders,Comedy,Mystery,Romance,,,,,,2
Raggedy Man,2.5,Raggedy Man,Drama,,,,,,,,2
Raging Bull,4.022666666666667,Raging Bull,Drama,,,,,,,,2
Ragtime,3.5416666666666665,Ragtime,Drama,,,,,,,,2
Raiders of the Lost Ark,4.137269938650307,Raiders of the Lost Ark,Action,Adventure,,,,,,,2
Railroaded!,3.0,Railroaded!,Film-Noir,,,,,,,,2
Rails & Ties,1.5,Rails & Ties,Drama,,,,,,,,2
Rain Man,3.862966601178782,Rain Man,Drama,,,,,,,,2
Raining Stones,3.5625,Raining Stones,Drama,,,,,,,,2
Raise Your Voice,2.590909090909091,Raise Your Voice,Drama,Romance,,,,,,,2
Raise the Titanic,1.8333333333333333,Raise the Titanic,Drama,Thriller,,,,,,,2
Raising Arizona,3.8256972111553775,Raising Arizona,Comedy,,,,,,,,2
Raising Cain,2.8035714285714284,Raising Cain,Horror,Thriller,,,,,,,2
Raising Helen,2.8706896551724137,Raising Helen,Comedy,Drama,,,,,,,2
Raising Victor Vargas,3.736111111111111,Raising Victor Vargas,Comedy,Drama,Romance,,,,,,2
Raising Victor Vargas,3.736111111111111,Raising Victor Vargas,Documentary,,,,,,,,2
Rambling Rose,3.759259259259259,Rambling Rose,Drama,,,,,,,,2
Rambo,3.3916666666666666,Rambo,Action,Drama,War,,,,,,2
Rambo,3.3916666666666666,Rambo,Action,Drama,Thriller,,,,,,2
Rambo III,2.336898395721925,Rambo III,Action,Adventure,War,,,,,,2
Rambo: First Blood Part II,2.774553571428572,Rambo: First Blood Part II,Action,War,,,,,,,2
Ran,4.147196261682243,Ran,Drama,War,,,,,,,2
Rancho Deluxe,2.833333333333333,Rancho Deluxe,Comedy,Western,,,,,,,2
Random Harvest,3.6052631578947367,Random Harvest,Drama,Romance,,,,,,,2
Random Hearts,2.466666666666667,Random Hearts,Drama,Romance,,,,,,,2
Rang-e khoda,4.294117647058823,Rang-e khoda,Drama,,,,,,,,2
Ransom,3.241414141414141,Ransom,Action,Crime,Drama,Thriller,,,,,2
Ransom,3.241414141414141,Ransom,Crime,Thriller,,,,,,,2
Rapa Nui,3.2,Rapa Nui,Action,Adventure,Drama,Romance,,,,,2
Rapid Fire,2.875,Rapid Fire,Action,,,,,,,,2
Rare Birds,3.45,Rare Birds,Comedy,Drama,,,,,,,2
Rashômon,4.1695652173913045,Rashômon,Crime,Drama,Mystery,,,,,,2
Rat Race,3.0859030837004404,Rat Race,Comedy,,,,,,,,2
Ratatouille,3.992980561555076,Ratatouille,Comedy,Drama,Romance,,,,,,2
Ratatouille,3.992980561555076,Ratatouille,Animation,Children,Comedy,Fantasy,,,,,2
Ratcatcher,3.8181818181818175,Ratcatcher,Drama,,,,,,,,2
Rated X,3.25,Rated X,Drama,,,,,,,,2
Ravenous,3.1724137931034484,Ravenous,Comedy,Drama,Horror,,,,,,2
Raw Deal,2.725806451612903,Raw Deal,Film-Noir,,,,,,,,2
Raw Deal,2.725806451612903,Raw Deal,Action,,,,,,,,2
Rawhead Rex,3.0,Rawhead Rex,Horror,Thriller,,,,,,,2
Ray,3.79700272479564,Ray,Drama,Musical,,,,,,,2
Raye makhfi,3.625,Raye makhfi,Comedy,,,,,,,,2
Re-Animator,3.3956043956043955,Re-Animator,Horror,,,,,,,,2
Reach the Rock,4.0,Reach the Rock,Comedy,Drama,,,,,,,2
Ready to Rumble,2.3043478260869565,Ready to Rumble,Comedy,,,,,,,,2
Real Genius,3.708955223880597,Real Genius,Comedy,,,,,,,,2
Real Women Have Curves,3.378787878787879,Real Women Have Curves,Comedy,Drama,,,,,,,2
Reality Bites,3.146919431279621,Reality Bites,Comedy,Drama,Romance,,,,,,2
Rear Window,4.178921568627451,Rear Window,Mystery,Thriller,,,,,,,2
Reazione a catena,3.6666666666666665,Reazione a catena,Horror,,,,,,,,2
Rebecca,4.076687116564417,Rebecca,Drama,Mystery,Romance,Thriller,,,,,2
Rebel Without a Cause,3.746231155778895,Rebel Without a Cause,Drama,,,,,,,,2
Rebound,1.8461538461538465,Rebound,Comedy,,,,,,,,2
Recess: School's Out,2.645833333333333,Recess: School's Out,Animation,Children,,,,,,,2
Reconstruction,3.6875,Reconstruction,Drama,Romance,,,,,,,2
Recount,3.78125,Recount,Drama,,,,,,,,2
Red Corner,3.0294117647058822,Red Corner,Crime,Thriller,,,,,,,2
Red Dawn,3.125,Red Dawn,Action,Drama,War,,,,,,2
Red Dragon,3.5325,Red Dragon,Crime,Mystery,Thriller,,,,,,2
Red Dust,4.25,Red Dust,Drama,,,,,,,,2
Red Eye,3.051829268292683,Red Eye,Drama,Thriller,,,,,,,2
Red Heat,2.734375,Red Heat,Action,,,,,,,,2
Red Planet,2.722772277227723,Red Planet,Action,Sci-Fi,Thriller,,,,,,2
Red River,3.7906976744186047,Red River,Action,Adventure,Western,,,,,,2
Red Road,4.25,Red Road,Drama,,,,,,,,2
Red Rock West,3.746987951807229,Red Rock West,Thriller,,,,,,,,2
Red Scorpion,2.0,Red Scorpion,Action,,,,,,,,2
Red Sonja,2.265432098765432,Red Sonja,Action,Adventure,Fantasy,,,,,,2
Redacted,2.125,Redacted,Action,Crime,Drama,War,,,,,2
Redbelt,3.648148148148149,Redbelt,Action,Drama,,,,,,,2
Redemption: The Stan Tookie Williams Story,3.928571428571429,Redemption: The Stan Tookie Williams Story,Crime,Documentary,Drama,,,,,,2
Reefer Madness: The Movie Musical,4.038461538461538,Reefer Madness: The Movie Musical,Comedy,Drama,Musical,,,,,,2
Reflections in a Golden Eye,2.75,Reflections in a Golden Eye,Drama,,,,,,,,2
Reform School Girls,1.8333333333333333,Reform School Girls,Action,Drama,,,,,,,2
Regarde la mer,4.0,Regarde la mer,Thriller,,,,,,,,2
Regarding Henry,3.3160919540229883,Regarding Henry,Drama,,,,,,,,2
Regeneration,3.2857142857142856,Regeneration,Drama,War,,,,,,,2
Regret to Inform,3.1666666666666665,Regret to Inform,Documentary,,,,,,,,2
Reign Over Me,3.715909090909091,Reign Over Me,Drama,,,,,,,,2
Reign of Fire,3.0,Reign of Fire,Action,Adventure,Fantasy,Sci-Fi,,,,,2
Reindeer Games,2.597457627118644,Reindeer Games,Action,Thriller,,,,,,,2
Reise der Hoffnung,3.333333333333333,Reise der Hoffnung,Drama,,,,,,,,2
Rekopis znaleziony w Saragossie,4.3,Rekopis znaleziony w Saragossie,Drama,Mystery,,,,,,,2
Relax... It's Just Sex,2.6,Relax... It's Just Sex,Comedy,,,,,,,,2
Relentless,2.625,Relentless,Thriller,,,,,,,,2
Religulous,3.880952380952381,Religulous,Documentary,,,,,,,,2
Remando al viento,3.0,Remando al viento,Drama,Romance,,,,,,,2
Rembrandt,3.5,Rembrandt,Drama,,,,,,,,2
Remember the Titans,3.702702702702703,Remember the Titans,Drama,,,,,,,,2
Remo Williams: The Adventure Begins,3.450980392156863,Remo Williams: The Adventure Begins,Action,Comedy,Crime,Thriller,,,,,2
Ren xiao yao,3.8333333333333335,Ren xiao yao,Comedy,Drama,,,,,,,2
Renaissance,3.217391304347826,Renaissance,Action,Animation,Film-Noir,Sci-Fi,Thriller,,,,2
Renaissance Man,3.0253164556962027,Renaissance Man,Comedy,Drama,,,,,,,2
Rendition,3.1944444444444446,Rendition,Drama,Thriller,,,,,,,2
Reno 911!: Miami,3.141025641025641,Reno 911!: Miami,Comedy,,,,,,,,2
Rent,3.2211538461538463,Rent,Drama,Musical,Romance,,,,,,2
Rent-a-Cop,2.125,Rent-a-Cop,Action,Comedy,Crime,,,,,,2
Rent-a-Kid,1.9166666666666667,Rent-a-Kid,Comedy,,,,,,,,2
Repo Man,3.3564102564102565,Repo Man,Comedy,Sci-Fi,,,,,,,2
Repo! The Genetic Opera,2.522727272727273,Repo! The Genetic Opera,Comedy,,,,,,,,2
Reprise,3.409090909090909,Reprise,Drama,,,,,,,,2
Repulsion,3.940677966101695,Repulsion,Horror,Thriller,,,,,,,2
Requiem for a Dream,3.973930481283423,Requiem for a Dream,Horror,Thriller,,,,,,,2
Requiem for a Dream,3.973930481283423,Requiem for a Dream,Drama,,,,,,,,2
Requiem for a Heavyweight,3.85,Requiem for a Heavyweight,Drama,,,,,,,,2
Rescue Dawn,3.665217391304348,Rescue Dawn,Action,Adventure,Drama,War,,,,,2
Reservation Road,3.323529411764706,Reservation Road,Drama,Thriller,,,,,,,2
Reservoir Dogs,4.02328897338403,Reservoir Dogs,Crime,Drama,Thriller,,,,,,2
Resident Evil,3.081896551724138,Resident Evil,Action,Horror,Sci-Fi,Thriller,,,,,2
Resident Evil: Apocalypse,2.894144144144144,Resident Evil: Apocalypse,Action,Horror,Sci-Fi,Thriller,,,,,2
Resident Evil: Extinction,3.225,Resident Evil: Extinction,Action,Horror,Sci-Fi,Thriller,,,,,2
Respiro,3.9166666666666665,Respiro,Comedy,Drama,,,,,,,2
Ressources humaines,3.25,Ressources humaines,Drama,,,,,,,,2
Restoration,3.265957446808511,Restoration,Drama,,,,,,,,2
Resurrecting the Champ,3.0476190476190474,Resurrecting the Champ,Drama,,,,,,,,2
Resurrecting the Champ,3.0476190476190474,Resurrecting the Champ,Drama,,,,,,,,2
Resurrection Man,3.0,Resurrection Man,Drama,Thriller,,,,,,,2
Retro Puppet Master,2.25,Retro Puppet Master,Horror,Sci-Fi,Thriller,,,,,,2
Retroactive,2.6666666666666665,Retroactive,Sci-Fi,Thriller,,,,,,,2
Return of the Fly,2.625,Return of the Fly,Horror,Sci-Fi,,,,,,,2
Return of the Killer Tomatoes!,2.738095238095238,Return of the Killer Tomatoes!,Comedy,Horror,,,,,,,2
Return of the Living Dead Part II,2.732142857142857,Return of the Living Dead Part II,Comedy,Horror,,,,,,,2
Return of the Secaucus Seven,3.625,Return of the Secaucus Seven,Drama,,,,,,,,2
Return of the Seven,2.857142857142857,Return of the Seven,Western,,,,,,,,2
Return to Horror High,2.0,Return to Horror High,Horror,,,,,,,,2
Return to Me,3.345744680851064,Return to Me,Drama,Romance,,,,,,,2
Return to Never Land,2.5,Return to Never Land,Adventure,Animation,Children,,,,,,2
Return to Oz,3.112068965517241,Return to Oz,Adventure,Children,Fantasy,,,,,,2
Return to Paradise,3.5217391304347827,Return to Paradise,Drama,Romance,,,,,,,2
Return to Peyton Place,3.5,Return to Peyton Place,Drama,,,,,,,,2
Return to the Blue Lagoon,1.9148936170212767,Return to the Blue Lagoon,Adventure,Romance,,,,,,,2
Return with Honor,3.75,Return with Honor,Documentary,,,,,,,,2
Revenge of the Nerds,3.1485849056603774,Revenge of the Nerds,Comedy,,,,,,,,2
Revenge of the Nerds II: Nerds in Paradise,2.1875,Revenge of the Nerds II: Nerds in Paradise,Comedy,,,,,,,,2
Revenge of the Pink Panther,3.6714285714285713,Revenge of the Pink Panther,Comedy,Crime,,,,,,,2
Revengers Tragedy,4.0,Revengers Tragedy,Comedy,Horror,,,,,,,2
Reversal of Fortune,3.804347826086957,Reversal of Fortune,Drama,,,,,,,,2
Revolution #9,3.6666666666666665,Revolution #9,Thriller,,,,,,,,2
Revolution OS,3.578125,Revolution OS,Documentary,,,,,,,,2
Revolutionary Road,3.6,Revolutionary Road,Drama,,,,,,,,2
Revolutionary Road,3.6,Revolutionary Road,Drama,Romance,,,,,,,2
Revolver,3.17,Revolver,Crime,Drama,Thriller,,,,,,2
Rhinestone,1.8888888888888888,Rhinestone,Comedy,,,,,,,,2
Rich and Famous,3.333333333333333,Rich and Famous,Drama,,,,,,,,2
Rich and Strange,3.5,Rich and Strange,Comedy,Romance,,,,,,,2
Richard III,3.895569620253165,Richard III,Drama,War,,,,,,,2
Richard III,3.895569620253165,Richard III,Drama,War,,,,,,,2
Richard Pryor Live on the Sunset Strip,3.697368421052632,Richard Pryor Live on the Sunset Strip,Comedy,Documentary,,,,,,,2
Richard Pryor... Here and Now,3.7,Richard Pryor... Here and Now,Comedy,Documentary,,,,,,,2
Ricomincio da tre,4.75,Ricomincio da tre,Comedy,,,,,,,,2
Ricordati di me,3.8333333333333335,Ricordati di me,Comedy,Drama,Romance,,,,,,2
Ride the High Country,3.65,Ride the High Country,Adventure,Drama,Western,,,,,,2
Ride with the Devil,3.18,Ride with the Devil,Drama,Romance,War,,,,,,2
Ridicule,3.776315789473684,Ridicule,Drama,,,,,,,,2
Riding Giants,3.566666666666667,Riding Giants,Documentary,,,,,,,,2
Riding in Cars with Boys,3.035,Riding in Cars with Boys,Comedy,Drama,,,,,,,2
Riding the Bullet,1.625,Riding the Bullet,Horror,Thriller,,,,,,,2
Righteous Kill,2.9285714285714284,Righteous Kill,Action,Crime,Mystery,Thriller,,,,,2
Ring Around the Rosie,3.142857142857143,Ring Around the Rosie,Drama,,,,,,,,2
Ring of Bright Water,3.25,Ring of Bright Water,Comedy,Drama,,,,,,,2
Ring of Darkness,3.5,Ring of Darkness,Horror,Thriller,,,,,,,2
Ring of Terror,1.5,Ring of Terror,Horror,,,,,,,,2
Ringmaster,1.393939393939394,Ringmaster,Comedy,Drama,,,,,,,2
Ringu,3.580808080808081,Ringu,Horror,Mystery,Thriller,,,,,,2
Ringu 0: Bâsudei,3.4375,Ringu 0: Bâsudei,Drama,Horror,Thriller,,,,,,2
Ringu 2,3.071428571428572,Ringu 2,Horror,Mystery,,,,,,,2
Rio Bravo,3.831081081081081,Rio Bravo,Western,,,,,,,,2
Rio Grande,3.357142857142857,Rio Grande,Romance,Western,,,,,,,2
Rio Lobo,3.59375,Rio Lobo,Adventure,Romance,War,Western,,,,,2
Ripe,1.0,Ripe,Drama,,,,,,,,2
Ripley's Game,3.524390243902439,Ripley's Game,Drama,Thriller,,,,,,,2
Riri Shushu no subete,3.125,Riri Shushu no subete,Crime,Drama,Thriller,,,,,,2
Rising Sun,2.9705882352941178,Rising Sun,Action,Drama,Mystery,,,,,,2
Risky Business,3.4498327759197323,Risky Business,Comedy,,,,,,,,2
River of No Return,3.272727272727273,River of No Return,Adventure,Western,,,,,,,2
Rivers and Tides,3.7857142857142856,Rivers and Tides,Documentary,,,,,,,,2
Rize,3.54,Rize,Documentary,,,,,,,,2
Ri¢hie Ri¢h,2.2147058823529413,Ri¢hie Ri¢h,Children,Comedy,,,,,,,2
Road House,2.506666666666667,Road House,Action,Drama,,,,,,,2
Road Trip,3.019897003745318,Road Trip,Comedy,,,,,,,,2
Road Trip,3.019897003745318,Road Trip,Comedy,Drama,Romance,,,,,,2
Road Trip,3.019897003745318,Road Trip,Drama,,,,,,,,2
Road to Bali,3.0,Road to Bali,Comedy,Musical,,,,,,,2
Road to Morocco,3.357142857142857,Road to Morocco,Comedy,,,,,,,,2
Road to Morocco,3.357142857142857,Road to Morocco,Drama,Romance,,,,,,,2
Road to Perdition,3.6645907473309607,Road to Perdition,Crime,Drama,,,,,,,2
Road to Rio,3.8333333333333335,Road to Rio,Adventure,Comedy,Musical,Romance,,,,,2
Road to Singapore,3.6538461538461537,Road to Singapore,Comedy,Musical,,,,,,,2
Road to Utopia,3.8333333333333335,Road to Utopia,Comedy,,,,,,,,2
Road to Zanzibar,3.65,Road to Zanzibar,Comedy,,,,,,,,2
Roadie,3.0,Roadie,Comedy,Musical,,,,,,,2
Roadkill,3.25,Roadkill,Drama,,,,,,,,2
Roadside Prophets,3.583333333333333,Roadside Prophets,Comedy,Drama,,,,,,,2
Rob Roy,3.3470149253731343,Rob Roy,Action,Drama,Romance,War,,,,,2
Roberta,3.1666666666666665,Roberta,Comedy,Musical,Romance,,,,,,2
Robin Hood: Men in Tights,3.0018939393939394,Robin Hood: Men in Tights,Comedy,,,,,,,,2
Robin Hood: Prince of Thieves,3.3519269776876266,Robin Hood: Prince of Thieves,Adventure,Drama,,,,,,,2
Robin Hood: Prince of Thieves,3.3519269776876266,Robin Hood: Prince of Thieves,Adventure,Animation,Children,Comedy,Musical,,,,2
Robin and the 7 Hoods,2.8461538461538463,Robin and the 7 Hoods,Comedy,Crime,Musical,,,,,,2
Robinson Crusoe,3.8,Robinson Crusoe,Adventure,Drama,,,,,,,2
Robinson Crusoe on Mars,3.227272727272727,Robinson Crusoe on Mars,Sci-Fi,,,,,,,,2
RoboCop,3.2820710973724885,RoboCop,Action,Crime,Sci-Fi,,,,,,2
RoboCop 2,2.45625,RoboCop 2,Action,Crime,Sci-Fi,,,,,,2
RoboCop 3,2.052469135802469,RoboCop 3,Crime,Sci-Fi,Thriller,,,,,,2
Robot Jox,2.1875,Robot Jox,Sci-Fi,,,,,,,,2
Robot Stories,2.958333333333333,Robot Stories,Drama,Sci-Fi,,,,,,,2
Robotto kânibaru,3.5454545454545454,Robotto kânibaru,Animation,Comedy,Drama,Fantasy,Sci-Fi,,,,2
Rocco e i suoi fratelli,4.0,Rocco e i suoi fratelli,Crime,Drama,,,,,,,2
Rock & Rule,3.0,Rock & Rule,Adventure,Animation,Musical,Sci-Fi,,,,,2
Rock 'n' Roll High School,3.359375,Rock 'n' Roll High School,Comedy,Musical,,,,,,,2
Rock Star,2.888888888888889,Rock Star,Drama,Musical,,,,,,,2
Rocket Gibraltar,3.5,Rocket Gibraltar,Drama,,,,,,,,2
Rocket Science,3.4285714285714284,Rocket Science,Comedy,Drama,,,,,,,2
RocketMan,2.8536585365853657,RocketMan,Children,Comedy,Romance,Sci-Fi,,,,,2
Rocketship X-M,2.0,Rocketship X-M,Sci-Fi,,,,,,,,2
RocknRolla,3.9166666666666665,RocknRolla,Action,Crime,Drama,Thriller,,,,,2
Rocky,3.615573770491803,Rocky,Action,Drama,Romance,,,,,,2
Rocky Balboa,3.3728813559322037,Rocky Balboa,Action,Drama,,,,,,,2
Rocky II,3.064935064935065,Rocky II,Action,Drama,,,,,,,2
Rocky III,2.885135135135135,Rocky III,Action,Drama,,,,,,,2
Rocky IV,2.668918918918919,Rocky IV,Action,Drama,,,,,,,2
Rocky V,1.9401197604790417,Rocky V,Action,Drama,,,,,,,2
Roger & Me,3.73062015503876,Roger & Me,Comedy,Documentary,,,,,,,2
Roger Dodger,3.571428571428572,Roger Dodger,Comedy,Drama,,,,,,,2
Rogue,2.75,Rogue,Action,Adventure,Horror,Thriller,,,,,2
Role Models,3.9,Role Models,Comedy,,,,,,,,2
Roll Bounce,3.0454545454545454,Roll Bounce,Comedy,Drama,Romance,,,,,,2
Roller Boogie,1.25,Roller Boogie,Drama,,,,,,,,2
Rollerball,2.5078125,Rollerball,Action,Sci-Fi,,,,,,,2
Rollerball,2.5078125,Rollerball,Action,Drama,Sci-Fi,,,,,,2
Rollercoaster,3.2,Rollercoaster,Drama,Thriller,,,,,,,2
Rolling Thunder,3.611111111111111,Rolling Thunder,Action,Drama,,,,,,,2
Rollover,2.375,Rollover,Drama,,,,,,,,2
Roma,3.5588235294117645,Roma,Drama,,,,,,,,2
"Roma, città aperta",3.976190476190476,"Roma, città aperta",Drama,War,,,,,,,2
Roman Holiday,4.082417582417582,Roman Holiday,Comedy,Romance,,,,,,,2
