title,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8
Vanilla Sky,Drama,Romance,Thriller,,,,,
Iris,Drama,,,,,,,
Safar e Ghandehar,Drama,,,,,,,
Lantana,Drama,Mystery,Thriller,,,,,
The Royal Tenenbaums,Comedy,Drama,,,,,,
Bill & Ted's Bogus Journey,Adventure,Comedy,Fantasy,,,,,
Clockwise,Comedy,,,,,,,
The Trollenberg Terror,Horror,Sci-Fi,,,,,,
The Holcroft Covenant,Drama,Thriller,,,,,,
Morgan: A Suitable Case for Treatment,Comedy,Drama,,,,,,
Sheena,Action,Adventure,Fantasy,,,,,
Silent Rage,Action,Sci-Fi,,,,,,
Spacehunter: Adventures in the Forbidden Zone,Sci-Fi,,,,,,,
White Water Summer,Adventure,,,,,,,
How High,Comedy,,,,,,,
Jimmy Neutron: Boy Genius,Adventure,Animation,Children,Comedy,,,,
Joe Somebody,Comedy,Drama,Romance,,,,,
Kate & Leopold,Comedy,Romance,,,,,,
The Lord of the Rings: The Fellowship of the Ring,Action,Adventure,Fantasy,,,,,
The Majestic,Comedy,Drama,Romance,,,,,
A Beautiful Mind,Drama,Mystery,Romance,,,,,
Otesánek,Comedy,Drama,Fantasy,,,,,
The Convent,Horror,Sci-Fi,,,,,,
The Defiant Ones,Adventure,Crime,Drama,Thriller,,,,
Dodsworth,Drama,Romance,,,,,,
Medium Cool,Documentary,Drama,Romance,War,,,,
Sahara,War,,,,,,,
Fritz the Cat,Animation,,,,,,,
The Nine Lives of Fritz the Cat,Animation,,,,,,,
24 Hour Party People,Comedy,,,,,,,
Separate Tables,Drama,,,,,,,
Yu pu tuan zhi: Tou qing bao jian,Action,Adventure,Comedy,Fantasy,,,,
Topkapi,Adventure,Comedy,Thriller,,,,,
Witness for the Prosecution,Drama,Mystery,Thriller,,,,,
Ali,Drama,,,,,,,
Black Hawk Down,Action,Drama,War,,,,,
Charlotte Gray,Drama,Romance,,,,,,
Yentl,Drama,Musical,Romance,,,,,
Gosford Park,Comedy,Drama,Mystery,,,,,
I Am Sam,Comedy,Drama,,,,,,
Monster's Ball,Drama,Romance,,,,,,
The Shipping News,Drama,,,,,,,
The Big Heat,Drama,Film-Noir,,,,,,
Motorama,Adventure,Comedy,,,,,,
Queen Bee,Drama,,,,,,,
Silent Trigger,Action,Drama,,,,,,
Murder by Death,Comedy,Crime,Mystery,Thriller,,,,
The Servant,Drama,,,,,,,
The Waterdance,Drama,,,,,,,
Presque rien,Drama,Romance,,,,,,
Orange County,Comedy,,,,,,,
Le pacte des loups,Action,Fantasy,Mystery,Thriller,,,,
Another 48 Hrs.,Action,Comedy,Crime,Drama,Thriller,,,
Ni na bian ji dian,Drama,,,,,,,
China Moon,Thriller,,,,,,,
The Umbrella Woman,Drama,,,,,,,
Maria's Lovers,Drama,Romance,,,,,,
Failure to Launch,Comedy,,,,,,,
The Russia House,Drama,Thriller,,,,,,
Truly Madly Deeply,Drama,Romance,,,,,,
Wuthering Heights,Drama,,,,,,,
California Suite,Comedy,,,,,,,
The Long Gray Line,Drama,,,,,,,
The Flight of Dragons,Adventure,Animation,Children,Drama,Fantasy,,,
Dragonslayer,Action,Adventure,Fantasy,,,,,
Conan the Destroyer,Action,Adventure,Fantasy,,,,,
Fire & Ice,Animation,Fantasy,,,,,,
Spacehunter: Adventures in the Forbidden Zone,Musical,Sci-Fi,,,,,,
17 sui de tian kong,Thriller,,,,,,,
Foxes,Drama,,,,,,,
Galaxina,Comedy,Sci-Fi,,,,,,
Impostor,Action,Drama,Sci-Fi,Thriller,,,,
Kung Pow: Enter the Fist,Action,Comedy,,,,,,
Snow Dogs,Comedy,,,,,,,
48 Hrs.,Action,Comedy,Crime,Drama,,,,
Abschied - Brechts letzter Sommer,Drama,,,,,,,
Italiensk for begyndere,Comedy,Drama,Romance,,,,,
Ha-Hesder,Drama,War,,,,,,
Blankman,Comedy,,,,,,,
Brainstorm,Sci-Fi,Thriller,,,,,,
Dragon: The Bruce Lee Story,Action,Drama,,,,,,
Jeder für sich und Gott gegen alle,Crime,Drama,,,,,,
4 for Texas,Comedy,Western,,,,,,
Herz aus Glas,Drama,,,,,,,
Little Dieter Needs to Fly,Documentary,,,,,,,
MASH,Comedy,Drama,War,,,,,
Mrs. Soffel,Drama,Romance,,,,,,
Gone in Sixty Seconds,Mystery,Sci-Fi,Thriller,,,,,
One-Eyed Jacks,Western,,,,,,,
The Count of Monte Cristo,Drama,Thriller,,,,,,
The Mothman Prophecies,Drama,Fantasy,Horror,Mystery,Thriller,,,
A Walk to Remember,Drama,Romance,,,,,,
American Adobo,Comedy,,,,,,,
Shiqi sui de dan che,Drama,,,,,,,
Escaflowne,Action,Adventure,Animation,Drama,Fantasy,,,
Maelström,Drama,Romance,,,,,,
Metropolis,Animation,Sci-Fi,,,,,,
La stanza del figlio,Drama,,,,,,,
Storytelling,Comedy,Drama,,,,,,
Waydowntown,Comedy,,,,,,,
The Adventures of Huck Finn,Adventure,Children,Drama,,,,,
Cousins,Comedy,Romance,,,,,,
Falling in Love,Drama,Romance,,,,,,
Young @ Heart,Drama,Musical,Romance,,,,,
Slackers,Comedy,,,,,,,
Birthday Girl,Drama,Romance,,,,,,
A Rumor of Angels,Drama,,,,,,,
Rare Birds,Comedy,Drama,,,,,,
Caged Heat,Action,,,,,,,
Carmen Jones,Drama,Musical,,,,,,
The Five Heartbeats,Drama,Musical,,,,,,
Préparez vos mouchoirs,Comedy,Drama,Romance,,,,,
Les valseuses,Comedy,Crime,Drama,,,,,
Honky Tonk Freeway,Comedy,,,,,,,
Notre-Dame de Paris,Drama,,,,,,,
Le magnifique,Comedy,,,,,,,
Big Fat Liar,Children,Comedy,,,,,,
Collateral Damage,Action,Thriller,,,,,,
Rollerball,Action,Sci-Fi,,,,,,
"Scotland, Pa.",Comedy,Crime,,,,,,
Baby's Day Out,Comedy,,,,,,,
Bright Eyes,Comedy,Drama,,,,,,
Dimples,Musical,,,,,,,
Heidi,Children,Drama,,,,,,
L'homme qui aimait les femmes,Comedy,,,,,,,
Richard Pryor... Here and Now,Comedy,Documentary,,,,,,
Rookie of the Year,Comedy,Fantasy,,,,,,
The Sandlot,Comedy,Drama,,,,,,
Vacas,Drama,,,,,,,
Don't Look Now,Drama,Horror,Thriller,,,,,
Crossroads,Comedy,Musical,Romance,,,,,
Hart's War,Drama,War,,,,,,
John Q,Drama,Thriller,,,,,,
Return to Never Land,Adventure,Animation,Children,,,,,
Super Troopers,Comedy,Crime,,,,,,
The Good Son,Drama,Thriller,,,,,,
Last Orders,Drama,,,,,,,
Caccia alla volpe,Comedy,Crime,,,,,,
The Bad and the Beautiful,Drama,,,,,,,
Cast a Giant Shadow,Adventure,War,,,,,,
Designing Woman,Comedy,,,,,,,
Funny Lady,Comedy,Musical,,,,,,
The Heartbreak Kid,Comedy,Romance,,,,,,
Saturday Night and Sunday Morning,Drama,,,,,,,
Sleuth,Comedy,Mystery,Thriller,,,,,
Stroszek,Comedy,Drama,,,,,,
Summer of '42,Drama,,,,,,,
A Touch of Class,Comedy,,,,,,,
Town Without Pity,Drama,,,,,,,
Used Cars,Comedy,,,,,,,
The Deadly Mantis,Horror,Sci-Fi,,,,,,
Dragonfly,Drama,Thriller,,,,,,
Queen of the Damned,Fantasy,Horror,,,,,,
Big Bad Love,Drama,,,,,,,
Green Dragon,Drama,,,,,,,
How to Kill Your Neighbor's Dog,Comedy,Drama,,,,,,
The Last Man on Earth,Comedy,Romance,Sci-Fi,,,,,
Maryam,Drama,,,,,,,
Mean Machine,Comedy,Drama,,,,,,
Monsoon Wedding,Comedy,Romance,,,,,,
Wendigo,Drama,Horror,,,,,,
Scratch,Documentary,,,,,,,
State Property,Action,Crime,Drama,,,,,
Bad News Bears,Comedy,,,,,,,
The Bad News Bears Go to Japan,Comedy,,,,,,,
The Bad News Bears in Breaking Training,Comedy,,,,,,,
"Horí, má panenko",Comedy,Drama,,,,,,
The Lone Ranger,Western,,,,,,,
The Lone Ranger and the Lost City of Gold,Western,,,,,,,
Lásky jedné plavovlásky,Comedy,Drama,Romance,,,,,
Vampire Hunter D: Bloodlust,Animation,Fantasy,Horror,,,,,
Smultronstället,Drama,,,,,,,
Black Like Me,Drama,,,,,,,
Cattle Queen of Montana,Western,,,,,,,
Under the Skin,Drama,,,,,,,
40 Days and 40 Nights,Comedy,Romance,,,,,,
We Were Soldiers,Action,Drama,War,,,,,
Trouble Every Day,Drama,Horror,Thriller,,,,,
Arena,Action,Adventure,,,,,,
The Big Bird Cage,Action,,,,,,,
The Big Doll House,Action,,,,,,,
La chiesa,Drama,Fantasy,Horror,,,,,
Cross Creek,Drama,,,,,,,
FernGully: The Last Rainforest,Animation,Children,,,,,,
Night of the Zombies,Action,Horror,Thriller,,,,,
Intersection,Drama,Romance,,,,,,
"Jo Jo Dancer, Your Life Is Calling",Drama,,,,,,,
Deliria,Horror,,,,,,,
A Troll in Central Park,Animation,Children,,,,,,
Zombi 2,Horror,,,,,,,
My Favorite Brunette,Comedy,Mystery,,,,,,
Royal Wedding,Comedy,Musical,Romance,,,,,
Scarlet Street,Film-Noir,,,,,,,
All About the Benjamins,Action,Comedy,Crime,,,,,
The Time Machine,Action,Adventure,Sci-Fi,,,,,
Full Frontal,Comedy,Drama,Romance,,,,,
Divorcing Jack,Thriller,,,,,,,
The Field,Drama,,,,,,,
Hidden Agenda,Drama,Thriller,,,,,,
Luminarias,Comedy,Romance,,,,,,
The Magnificent Ambersons,Drama,,,,,,,
He's Just Not That Into You,Drama,,,,,,,
Gloria,Drama,Thriller,,,,,,
The Great Rock 'n' Roll Swindle,Documentary,,,,,,,
Hangar 18,Action,Sci-Fi,Thriller,,,,,
Hawk the Slayer,Action,Fantasy,,,,,,
He Knows You're Alone,Horror,Thriller,,,,,,
Heaven's Gate,Western,,,,,,,
Hero at Large,Comedy,,,,,,,
Honeysuckle Rose,Drama,Romance,,,,,,
Hopscotch,Comedy,,,,,,,
How to Beat the High Co$t of Living,Comedy,,,,,,,
Humanoids from the Deep,Horror,Sci-Fi,,,,,,
Inside Moves,Drama,,,,,,,
The Island,Adventure,Horror,Thriller,,,,,
The Jazz Singer,Musical,,,,,,,
Ko to tamo peva,Comedy,,,,,,,
Le lac des morts vivants,Horror,,,,,,,
Lion of the Desert,War,,,,,,,
Little Darlings,Drama,,,,,,,
The Long Good Friday,Drama,Thriller,,,,,,
The Long Riders,Western,,,,,,,
The Man Who Saw Tomorrow,Documentary,,,,,,,
Mangiati vivi!,Adventure,Horror,,,,,,
Mon oncle d'Amérique,Drama,,,,,,,
The Monster Club,Comedy,Horror,,,,,,
La mort en direct,Drama,Sci-Fi,,,,,,
Motel Hell,Comedy,Horror,,,,,,
Mother's Day,Comedy,Horror,,,,,,
The Mountain Men,Adventure,Western,,,,,,
The Ninth Configuration,Drama,War,,,,,,
North Sea Hijack,Adventure,Thriller,,,,,,
Le notti del terrore,Horror,,,,,,,
The Nude Bomb,Comedy,,,,,,,
The Octagon,Action,,,,,,,
"Oh, God! Book II",Comedy,,,,,,,
"Oh, God! You Devil",Comedy,Fantasy,,,,,,
Oh Heavenly Dog,Comedy,Crime,,,,,,
"Pepi, Luci, Bom y otras chicas del montón",Comedy,,,,,,,
Poliziotto superpiù,Action,Sci-Fi,,,,,,
Ice Age,Adventure,Animation,Children,Comedy,,,,
Resident Evil,Action,Horror,Sci-Fi,Thriller,,,,
Showtime,Action,Comedy,,,,,,
Harrison's Flowers,Drama,,,,,,,
Kissing Jessica Stein,Comedy,Romance,,,,,,
Pauline & Paulette,Comedy,Drama,,,,,,
Eastern Promises,Documentary,,,,,,,
Y tu mamá también,Drama,Romance,,,,,,
All the Right Moves,Drama,Romance,,,,,,
Barabba,Adventure,Drama,,,,,,
The Ghost Breakers,Comedy,Horror,,,,,,
I Think I Do,Comedy,,,,,,,
The Paleface,Comedy,Western,,,,,,
Road to Morocco,Comedy,,,,,,,
Road to Singapore,Comedy,Musical,,,,,,
Road to Utopia,Comedy,,,,,,,
Road to Zanzibar,Comedy,,,,,,,
Split Second,Action,Sci-Fi,Thriller,,,,,
Conte de printemps,Drama,Romance,,,,,,
Taps,Drama,,,,,,,
Return of the Secaucus Seven,Drama,,,,,,,
Rude Boy,Documentary,Drama,,,,,,
Running Scared,Action,Drama,,,,,,
Seems Like Old Times,Comedy,Romance,,,,,,
Serial,Comedy,,,,,,,
Shi di chu ma,Action,Comedy,,,,,,
Shogun Assassin,Action,Adventure,,,,,,
Simon,Comedy,Sci-Fi,,,,,,
Smokey and the Bandit II,Comedy,,,,,,,
Smokey and the Bandit,Action,Comedy,Crime,,,,,
Smokey and the Bandit Part 3,Comedy,,,,,,,
Spetters,Drama,,,,,,,
Stir Crazy,Comedy,,,,,,,
Sällskapsresan eller Finns det svenskt kaffe på grisfesten,Comedy,,,,,,,
Tegeran-43,Action,Crime,Drama,Thriller,,,,
Cousins,Drama,Romance,,,,,,
Blade II,Action,Horror,Thriller,,,,,
Sorority Boys,Comedy,,,,,,,
Stolen Summer,Drama,,,,,,,
George Washington,Drama,,,,,,,
Homicide: The Movie,Horror,Mystery,Thriller,,,,,
La vida es silbar,Drama,,,,,,,
Mr. Sardonicus,Horror,,,,,,,
Strait-Jacket,Horror,Thriller,,,,,,
Clockstoppers,Action,Sci-Fi,,,,,,
Death to Smoochy,Comedy,,,,,,,
Panic Room,Thriller,,,,,,,
The Rookie,Drama,,,,,,,
No Such Thing,Drama,Fantasy,Romance,,,,,
La pianiste,Drama,,,,,,,
L'emploi du temps,Drama,,,,,,,
Very Annie Mary,Comedy,Musical,,,,,,
Bar Girls,Comedy,Romance,,,,,,
Boxcar Bertha,Drama,,,,,,,
Crimes of Passion,Drama,Romance,Thriller,,,,,
The Evil That Men Do,Action,Thriller,,,,,,
Fraternity Vacation,Comedy,Romance,,,,,,
Impromptu,Comedy,Romance,,,,,,
Salmonberries,Drama,,,,,,,
The Wrong Guy,Comedy,,,,,,,
High Crimes,Thriller,,,,,,,
Van Wilder,Comedy,,,,,,,
Crush,Comedy,Romance,,,,,,
Lucky Break,Comedy,Crime,,,,,,
Les destinées sentimentales,Drama,Romance,,,,,,
"After Dark, My Sweet",Crime,Drama,Mystery,,,,,
The Atomic Cafe,Documentary,War,,,,,,
Body and Soul,Drama,Film-Noir,,,,,,
First Men in the Moon,Adventure,Sci-Fi,,,,,,
Rashômon,Crime,Drama,Mystery,,,,,
Slap Shot,Comedy,,,,,,,
Changing Lanes,Drama,Thriller,,,,,,
Frailty,Thriller,,,,,,,
New Best Friend,Drama,Thriller,,,,,,
The Sweetest Thing,Comedy,Romance,,,,,,
The Cat's Meow,Drama,Thriller,,,,,,
Human Nature,Comedy,Romance,,,,,,
My Big Fat Greek Wedding,Comedy,Romance,,,,,,
3:10 to Yuma,Action,Adventure,Drama,Thriller,Western,,,
Bite the Bullet,Western,,,,,,,
Breakout,Action,Adventure,,,,,,
Joe Versus the Volcano,Comedy,Romance,,,,,,
"Roma, città aperta",Drama,War,,,,,,
Return of the Killer Tomatoes!,Comedy,Horror,,,,,,
Return to Horror High,Horror,,,,,,,
Taking Care of Business,Comedy,,,,,,,
3 Men and a Baby,Comedy,,,,,,,
3 Men and a Little Lady,Comedy,Romance,,,,,,
Transylvania 6-5000,Comedy,Horror,,,,,,
The Watcher in the Woods,Children,Horror,,,,,,
Murder by Numbers,Crime,Thriller,,,,,,
The Scorpion King,Action,Adventure,,,,,,
Abril Despedaçado,Drama,,,,,,,
Chelsea Walls,Drama,,,,,,,
Enigma,Romance,Thriller,,,,,,
Les filles ne savent pas nager,Drama,,,,,,,
Joshua,Drama,,,,,,,
Nueve reinas,Crime,Drama,Mystery,Thriller,,,,
The Triumph of Love,Comedy,,,,,,,
World Traveler,Drama,,,,,,,
Jason X,Horror,Sci-Fi,Thriller,,,,,
Life or Something Like It,Comedy,Romance,,,,,,
Dogtown and Z-Boys,Documentary,,,,,,,
"Frank McKlusky, C.I.",Comedy,,,,,,,
Éloge de l'amour,Drama,,,,,,,
Singin' in the Rain,Drama,Romance,,,,,,
The Salton Sea,Crime,Drama,Thriller,,,,,
Vulgar,Drama,,,,,,,
The Aviator,Adventure,,,,,,,
Bob le flambeur,Crime,Drama,,,,,,
Cadillac Man,Comedy,Crime,,,,,,
The Coca-Cola Kid,Comedy,Romance,,,,,,
Soy Cuba,Action,Adventure,War,,,,,
Delirious,Comedy,,,,,,,
Full Moon in Blue Water,Drama,,,,,,,
Husbands and Wives,Comedy,Drama,,,,,,
G.I. Joe: The Rise of Cobra,Drama,,,,,,,
Lenny,Drama,,,,,,,
Nomads,Drama,,,,,,,
The Temp,Drama,Thriller,,,,,,
Thief of Hearts,Drama,Thriller,,,,,,
Triumph of the Spirit,Drama,,,,,,,
Wild Orchid,Drama,Romance,,,,,,
Deuces Wild,Drama,,,,,,,
Hollywood Ending,Comedy,Drama,,,,,,
Spider-Man,Action,Adventure,Sci-Fi,Thriller,,,,
The Mystic Masseur,Drama,,,,,,,
Akai hashi no shita no nurui mizu,Comedy,Drama,,,,,,
The Big Sleep,Thriller,,,,,,,
Butterflies Are Free,Comedy,Drama,,,,,,
Cactus Flower,Comedy,,,,,,,
The Cassandra Crossing,Drama,,,,,,,
The Giant Spider Invasion,Horror,Sci-Fi,,,,,,
Iron Will,Adventure,,,,,,,
Mountains of the Moon,Adventure,,,,,,,
Rambling Rose,Drama,,,,,,,
Soul Survivors,Comedy,,,,,,,
White Fang,Adventure,,,,,,,
White Fang 2: Myth of the White Wolf,Adventure,Children,,,,,,
The New Guy,Comedy,,,,,,,
Unfaithful,Drama,Thriller,,,,,,
L'anglaise et le duc,Drama,Romance,,,,,,
Whore,Drama,,,,,,,
My Beautiful Laundrette,Drama,Romance,,,,,,
Ballada o soldate,Drama,Romance,War,,,,,
Big Bad Mama,Action,Comedy,,,,,,
Big Bad Mama II,Action,Comedy,,,,,,
Buio Omega,Horror,,,,,,,
Calamity Jane,Musical,Western,,,,,,
Letyat zhuravli,Drama,Romance,War,,,,,
The Devil-Doll,Horror,,,,,,,
The Harvey Girls,Musical,Western,,,,,,
The Lady in Red,Action,,,,,,,
About a Boy,Comedy,Drama,,,,,,
Star Wars: Episode II - Attack of the Clones,Action,Adventure,Sci-Fi,,,,,
Believers,Drama,,,,,,,
The Importance of Being Earnest,Comedy,Drama,Romance,,,,,
The Charge of the Light Brigade,Drama,War,,,,,,
Every Which Way But Loose,Comedy,,,,,,,
The Hound of the Baskervilles,Crime,Horror,Mystery,,,,,
I Want to Live!,Crime,Drama,,,,,,
The Last Waltz,Documentary,,,,,,,
The Pride and the Passion,Adventure,War,,,,,,
Enough,Drama,Thriller,,,,,,
Insomnia,Action,Crime,Drama,Mystery,Thriller,,,
Spirit: Stallion of the Cimarron,Animation,Children,Western,,,,,
CQ,Drama,,,,,,,
Thirteen Conversations About One Thing,Drama,,,,,,,
Bus Stop,Comedy,Drama,Romance,,,,,
Midnight Cowboy,Western,,,,,,,
Don't Bother to Knock,Drama,Thriller,,,,,,
"Dr. Mabuse, der Spieler - Ein Bild der Zeit",Drama,,,,,,,
Let's Make Love,Comedy,Musical,Romance,,,,,
Monkey Business,Comedy,Sci-Fi,,,,,,
Requiem for a Heavyweight,Drama,,,,,,,
River of No Return,Adventure,Western,,,,,,
The Sum of All Fears,Drama,Thriller,,,,,,
Undercover Brother,Comedy,,,,,,,
The Diaries of Vaslav Nijinsky,Documentary,Drama,,,,,,
The Sleepy Time Gal,Drama,,,,,,,
84 Charing Cross Road,Drama,Romance,,,,,,
Dakota,Western,,,,,,,
The Desert Rats,Drama,War,,,,,,
La bûche,Comedy,Drama,,,,,,
Nora inu,Drama,,,,,,,
Rapid Fire,Action,,,,,,,
Silent Running,Drama,Sci-Fi,,,,,,
Summer Holiday,Musical,Romance,,,,,,
The Villain,Comedy,Western,,,,,,
Zombi Holocaust,Horror,,,,,,,
Bad Company,Action,Comedy,Crime,,,,,
Divine Secrets of the Ya-Ya Sisterhood,Comedy,Drama,,,,,,
Cherish,Comedy,Drama,Thriller,,,,,
Atanarjuat,Drama,Fantasy,,,,,,
The Bourne Identity,Action,Thriller,,,,,,
Scooby-Doo,Adventure,Children,Comedy,,,,,
Windtalkers,Action,Drama,War,,,,,
The Dangerous Lives of Altar Boys,Drama,,,,,,,
The Emperor's New Clothes,Comedy,,,,,,,
Gangster No. 1,Action,Crime,Thriller,,,,,
Harvard Man,Crime,Drama,Romance,Thriller,,,,
Tmavomodrý svet,Drama,War,,,,,,
Bad Company,Western,,,,,,,
Caveman,Comedy,,,,,,,
Cheech & Chong's The Corsican Brothers,Comedy,,,,,,,
5 Card Stud,Mystery,Western,,,,,,
Goin' South,Comedy,Western,,,,,,
Hero and the Terror,Action,Crime,,,,,,
Silver Bullet,Horror,,,,,,,
"Sorry, Wrong Number",Drama,Film-Noir,Thriller,,,,,
Pirates of the Caribbean: Dead Man's Chest,Western,,,,,,,
The Horse's Mouth,Comedy,,,,,,,
The Manhattan Project,Comedy,Thriller,,,,,,
Men at Work,Action,Comedy,,,,,,
S.O.B.,Comedy,,,,,,,
She Wore a Yellow Ribbon,Western,,,,,,,
Traces of Red,Mystery,Thriller,,,,,,
V.I. Warshawski,Action,Comedy,Crime,,,,,
Juwanna Mann,Comedy,,,,,,,
Lilo & Stitch,Animation,Children,,,,,,
Minority Report,Action,Crime,Mystery,Sci-Fi,Thriller,,,
Rabbit-Proof Fence,Adventure,Drama,,,,,,
Sunshine State,Drama,,,,,,,
Hey Arnold! The Movie,Animation,Children,,,,,,
Mr. Deeds,Comedy,Romance,,,,,,
Lovely & Amazing,Comedy,,,,,,,
Pumpkin,Comedy,Drama,Romance,,,,,
Look Who's Talking Now,Children,Comedy,Romance,,,,,
Lost in Yonkers,Comedy,Drama,,,,,,
Mo' Money,Comedy,Romance,,,,,,
The Object of Beauty,Comedy,Drama,,,,,,
Wagons East,Comedy,Western,,,,,,
Zebrahead,Drama,,,,,,,
Like Mike,Children,Comedy,Fantasy,,,,,
Men in Black II,Action,Comedy,Sci-Fi,,,,,
The Powerpuff Girls,Action,Animation,Children,Comedy,,,,
Me Without You,Comedy,Drama,,,,,,
The Crocodile Hunter: Collision Course,Adventure,Comedy,,,,,,
Reign of Fire,Action,Adventure,Fantasy,Sci-Fi,,,,
Road to Perdition,Crime,Drama,,,,,,
Riri Shushu no subete,Crime,Drama,Thriller,,,,,
Ma femme est une actrice,Comedy,Drama,Romance,,,,,
Never Say Never Again,Comedy,Romance,,,,,,
20 Million Miles to Earth,Sci-Fi,,,,,,,
Grand Theft Auto,Action,Comedy,,,,,,
The Importance of Being Earnest,Comedy,Drama,,,,,,
A Perfect Getaway,Drama,Romance,,,,,,
1776,Children,Drama,Musical,,,,,
Faustrecht der Freiheit,Drama,,,,,,,
The Legend of Boggy Creek,Drama,Horror,Mystery,Thriller,,,,
Dragon Ball Z,Drama,Mystery,,,,,,
Halloween: Resurrection,Horror,Thriller,,,,,,
Lucía y el sexo,Drama,Romance,,,,,,
Eight Legged Freaks,Action,Comedy,Horror,Sci-Fi,,,,
K-19: The Widowmaker,Action,Adventure,Drama,Thriller,,,,
Stuart Little 2,Children,Comedy,,,,,,
Austin Powers in Goldmember,Comedy,,,,,,,
The Country Bears,Children,Comedy,,,,,,
The Kid Stays in the Picture,Documentary,,,,,,,
Xingfu shiguang,Comedy,Drama,,,,,,
Tadpole,Comedy,Drama,Romance,,,,,
Who Is Cletis Tout?,Comedy,,,,,,,
Harry and Walter Go to New York,Comedy,,,,,,,
Händler der vier Jahreszeiten,Drama,,,,,,,
Nosferatu: Phantom der Nacht,Horror,,,,,,,
The Big Bus,Comedy,,,,,,,
The Eddy Duchin Story,Drama,Musical,,,,,,
Fathom,Adventure,,,,,,,
In Like Flint,Action,Adventure,Comedy,,,,,
La terra trema: Episodio del mare,Drama,,,,,,,
Modesty Blaise,Comedy,,,,,,,
Ossessione,Drama,,,,,,,
Our Man Flint,Adventure,Comedy,Sci-Fi,,,,,
Akahige,Drama,,,,,,,
The Adventures of Robin Hood,Adventure,Drama,Romance,,,,,
Top Secret!,Comedy,,,,,,,
The Master of Disguise,Comedy,Mystery,,,,,,
Signs,Sci-Fi,Thriller,,,,,,
L'ultimo bacio,Comedy,Drama,Romance,,,,,
Spy Kids 2: Island of Lost Dreams,Adventure,Children,,,,,,
The Good Girl,Comedy,Drama,,,,,,
Blood Work,Crime,Drama,Mystery,Thriller,,,,
xXx,Action,Crime,Drama,Thriller,,,,
24 Hour Party People,Comedy,Drama,Musical,,,,,
Biggie and Tupac,Documentary,,,,,,,
The Château,Comedy,,,,,,,
Die Büchse der Pandora,Drama,Thriller,,,,,,
Raye makhfi,Comedy,,,,,,,
Martin Lawrence Live: Runteldat,Comedy,Documentary,,,,,,
Lan yu,Drama,Romance,,,,,,
Sånger från andra våningen,Drama,,,,,,,
Sur mes lèvres,Crime,Drama,Thriller,,,,,
Merci pour le chocolat,Crime,Thriller,,,,,,
Beau-père,Drama,,,,,,,
Change of Habit,Drama,,,,,,,
Une affaire de goût,Crime,Drama,Thriller,,,,,
Lean on Me,Drama,,,,,,,
Rollerball,Action,Drama,Sci-Fi,,,,,
The Adventures of Pluto Nash,Action,Comedy,Sci-Fi,,,,,
Blue Crush,Adventure,Drama,Romance,,,,,
Bella Martha,Comedy,Drama,Romance,,,,,
Seom,Drama,,,,,,,
Possession,Drama,Romance,,,,,,
One Hour Photo,Drama,Thriller,,,,,,
Serving Sara,Comedy,Romance,,,,,,
S1m0ne,Comedy,Drama,Fantasy,,,,,
Undisputed,Drama,,,,,,,
Amy's Orgasm,Comedy,Romance,,,,,,
Children on Their Birthdays,Drama,,,,,,,
Hush,Drama,,,,,,,
Comment j'ai tué mon père,Drama,,,,,,,
Satin rouge,Drama,Musical,,,,,,
The Care Bears Movie,Animation,Children,Fantasy,,,,,
Care Bears Movie II: A New Generation,Animation,Children,,,,,,
Clash of the Titans,Action,Adventure,Fantasy,,,,,
Hot Shots!,Action,Comedy,Romance,War,,,,
Nightmare City 2035,Action,Horror,,,,,,
Shark Swarm,Action,Horror,Sci-Fi,,,,,
Time After Time,Sci-Fi,Thriller,,,,,,
The Unearthly,Horror,Sci-Fi,,,,,,
976-Evil II,Horror,,,,,,,
Camilla,Adventure,Drama,Romance,,,,,
Down and Out in Beverly Hills,Comedy,,,,,,,
Flaming Star,Western,,,,,,,
Love Me Tender,Musical,Western,,,,,,
The Return of the Vampire,Horror,,,,,,,
The Revenge of Frankenstein,Drama,Horror,Sci-Fi,,,,,
Stakeout,Comedy,Crime,Romance,Thriller,,,,
Wild in the Country,Drama,,,,,,,
Wolfen,Horror,,,,,,,
FeardotCom,Action,Fantasy,Horror,Thriller,,,,
Slap Her... She's French,Comedy,,,,,,,
Love and a Bullet,Action,Crime,,,,,,
Juana la Loca,Drama,,,,,,,
À nous la liberté,Comedy,Musical,,,,,,
True Colors,Drama,,,,,,,
Blade,Drama,Thriller,,,,,,
City by the Sea,Crime,Drama,,,,,,
Swimfan,Thriller,,,,,,,
Incubus,Horror,Thriller,,,,,,
Johnny Dangerously,Comedy,,,,,,,
The Last House on the Left,Crime,Horror,Thriller,,,,,
Tesis,Drama,Horror,Thriller,,,,,
Barbershop 2: Back in Business,Comedy,Crime,,,,,,
Stealing Harvard,Comedy,Crime,,,,,,
The Transporter,Action,Crime,,,,,,
Betty Fisher et autres histoires,Crime,Drama,,,,,,
Les enfants du siècle,Drama,Romance,,,,,,
Igby Goes Down,Comedy,Drama,,,,,,
Aspen Extreme,Action,,,,,,,
Betsy's Wedding,Comedy,,,,,,,
Captain Ron,Adventure,Comedy,,,,,,
The Devil Bat,Crime,Horror,Mystery,Sci-Fi,,,,
Ernest Goes to Jail,Comedy,,,,,,,
